x1,y1,z1,x2,y2,z2
-396.767,43.767,-1944.433,-409.398,69.499,-1931.958
-397.381,43.14,-1944.163,-410.096,68.831,-1931.65
-397.963,42.533,-1943.887,-410.734,68.186,-1931.312
-398.48,41.941,-1943.57,-411.309,67.543,-1931.02
-398.934,41.344,-1943.159,-411.827,66.915,-1930.56
-399.364,40.772,-1942.738,-412.317,66.29,-1930.157
-399.814,40.212,-1942.344,-412.787,65.683,-1929.604
-400.207,39.66,-1941.82,-413.267,65.084,-1929.197
-400.59,39.119,-1941.418,-413.667,64.509,-1928.642
-400.915,38.578,-1940.849,-414.051,63.927,-1928.097
-401.308,38.027,-1940.329,-414.503,63.315,-1927.518
-401.711,37.474,-1939.835,-415.006,62.691,-1927.021
-402.052,36.976,-1939.291,-415.388,62.151,-1926.375
-402.351,36.521,-1938.833,-415.741,61.645,-1925.907
-402.629,36.072,-1938.316,-416.071,61.136,-1925.351
-402.885,35.643,-1937.919,-416.367,60.645,-1924.761
-403.078,35.282,-1937.448,-416.615,60.207,-1924.309
-403.284,34.947,-1937.037,-416.859,59.847,-1923.835
-403.666,34.591,-1936.71,-417.338,59.377,-1923.34
-404.18,34.174,-1936.398,-418.067,58.82,-1923.057
-404.703,33.805,-1936.176,-418.776,58.313,-1922.732
-405.199,33.457,-1935.964,-419.477,57.794,-1922.479
-405.616,33.228,-1935.792,-420.038,57.403,-1922.108
-405.939,33.099,-1935.667,-420.505,57.132,-1921.867
-406.188,32.99,-1935.574,-420.901,56.868,-1921.717
-406.419,32.878,-1935.467,-421.246,56.594,-1921.461
-406.662,32.693,-1935.346,-421.615,56.202,-1921.067
-406.908,32.468,-1935.293,-421.989,55.75,-1920.735
-407.072,32.263,-1935.067,-422.224,55.411,-1920.458
-407.485,31.886,-1934.95,-422.867,54.756,-1920.08
-407.826,31.53,-1934.866,-423.217,54.305,-1919.908
-408.357,31.045,-1934.773,-423.99,53.667,-1919.849
