Tx,Ty,Tz,Tx,Ty,Tz
-163.194,65.396,-1859.8,-192.725,55.56,-1856.674
-163.166,65.338,-1859.845,-192.703,55.526,-1856.694
-163.127,65.291,-1859.903,-192.675,55.503,-1856.781
-163.079,65.26,-1859.939,-192.626,55.479,-1856.775
-163.032,65.231,-1860.026,-192.583,55.46,-1856.86
-163.018,65.223,-1860.026,-192.57,55.461,-1856.895
-163.008,65.238,-1860.034,-192.562,55.475,-1856.882
-162.978,65.271,-1860.038,-192.526,55.499,-1856.874
-162.924,65.311,-1859.971,-192.471,55.536,-1856.839
-162.918,65.412,-1859.892,-192.454,55.598,-1856.744
-162.931,65.51,-1859.786,-192.459,55.663,-1856.655
-162.955,65.608,-1859.659,-192.473,55.725,-1856.526
-162.952,65.717,-1859.485,-192.457,55.781,-1856.362
-162.927,65.85,-1859.246,-192.414,55.836,-1856.199
-162.878,65.957,-1859.051,-192.348,55.883,-1856.047
-162.83,66.034,-1858.833,-192.284,55.922,-1855.823
-162.792,66.132,-1858.626,-192.231,55.968,-1855.648
-162.74,66.261,-1858.383,-192.156,56.033,-1855.412
-162.62,66.408,-1858.146,-192.024,56.104,-1855.228
-162.419,66.558,-1857.939,-191.802,56.173,-1855.058
-162.147,66.614,-1857.629,-191.521,56.196,-1854.813
-161.86,66.664,-1857.387,-191.22,56.213,-1854.578
-161.54,66.737,-1857.115,-190.907,56.252,-1854.382
-161.224,66.785,-1856.836,-190.581,56.276,-1854.117
-160.864,66.799,-1856.566,-190.218,56.287,-1853.889
-160.514,66.804,-1856.456,-189.879,56.31,-1853.747
-160.242,66.832,-1856.33,-189.613,56.339,-1853.623
-160.027,66.828,-1856.176,-189.392,56.337,-1853.444
-159.832,66.844,-1855.88,-189.193,56.335,-1853.271
-159.678,66.878,-1855.641,-189.03,56.324,-1853.033
-159.588,66.92,-1855.397,-188.914,56.318,-1852.793
-159.632,67.008,-1855.175,-188.934,56.318,-1852.597
-159.772,67.087,-1854.798,-189.051,56.314,-1852.329
-159.959,67.145,-1854.398,-189.221,56.289,-1851.974
-160.187,67.235,-1854.067,-189.418,56.277,-1851.71
-160.522,67.379,-1853.69,-189.695,56.29,-1851.356
-160.93,67.545,-1853.284,-190.059,56.314,-1851.047
-161.339,67.682,-1852.922,-190.428,56.322,-1850.779
-161.779,67.874,-1852.587,-190.795,56.353,-1850.419
-162.232,68.114,-1852.191,-191.181,56.387,-1850.177
-162.699,68.376,-1851.796,-191.56,56.429,-1849.823
-163.086,68.565,-1851.459,-191.884,56.45,-1849.576
-163.456,68.755,-1851.24,-192.19,56.482,-1849.394
-163.799,68.955,-1851.032,-192.472,56.518,-1849.213
-164.15,69.187,-1850.788,-192.742,56.577,-1849.03
-164.461,69.437,-1850.564,-192.986,56.645,-1848.86
-164.72,69.621,-1850.342,-193.184,56.688,-1848.647
-164.97,69.777,-1850.021,-193.391,56.734,-1848.438
-165.195,69.956,-1849.698,-193.561,56.807,-1848.164
-165.348,70.199,-1849.507,-193.669,56.943,-1848.008
-165.518,70.517,-1849.293,-193.76,57.101,-1847.793
-165.614,70.796,-1848.906,-193.807,57.234,-1847.574
-165.707,71.111,-1848.659,-193.827,57.399,-1847.339
-165.914,71.521,-1848.332,-193.928,57.6,-1847.057
-166.178,71.915,-1847.961,-194.102,57.8,-1846.748
-166.461,72.26,-1847.612,-194.299,57.966,-1846.438
-166.78,72.544,-1847.196,-194.53,58.085,-1846.137
-167.198,72.852,-1846.744,-194.853,58.197,-1845.794
-167.66,73.132,-1846.419,-195.223,58.297,-1845.503
-168.216,73.386,-1846.012,-195.69,58.382,-1845.203
-168.896,73.651,-1845.64,-196.27,58.459,-1844.92
-169.682,73.938,-1845.247,-196.933,58.536,-1844.539
-170.499,74.16,-1844.859,-197.653,58.588,-1844.28
-171.351,74.345,-1844.455,-198.409,58.604,-1843.981
-172.221,74.544,-1844.141,-199.169,58.605,-1843.735
-173.049,74.709,-1843.79,-199.893,58.596,-1843.515
-173.953,74.911,-1843.419,-200.671,58.584,-1843.214
-174.876,75.114,-1843.04,-201.464,58.575,-1842.949
-175.72,75.26,-1842.805,-202.204,58.559,-1842.76
-176.591,75.452,-1842.606,-202.945,58.541,-1842.561
-177.5,75.636,-1842.294,-203.733,58.532,-1842.356
-178.459,75.832,-1841.988,-204.546,58.518,-1842.115
-179.344,75.944,-1841.665,-205.32,58.461,-1841.896
-180.235,76.094,-1841.389,-206.088,58.416,-1841.684
-181.088,76.238,-1841.135,-206.798,58.376,-1841.478
-181.911,76.403,-1840.894,-207.486,58.345,-1841.291
-182.737,76.574,-1840.712,-208.183,58.33,-1841.174
-183.604,76.782,-1840.491,-208.899,58.342,-1841.019
-184.508,77.046,-1840.298,-209.647,58.373,-1840.874
-185.435,77.261,-1840.026,-210.405,58.377,-1840.664
-186.388,77.466,-1839.641,-211.193,58.37,-1840.403
-187.287,77.626,-1839.28,-211.937,58.342,-1840.152
-188.183,77.781,-1838.914,-212.688,58.307,-1839.91
-189.114,77.927,-1838.578,-213.461,58.266,-1839.594
-190.102,78.054,-1838.266,-214.302,58.214,-1839.396
-191.132,78.144,-1837.979,-215.192,58.137,-1839.175
-192.211,78.196,-1837.677,-216.137,58.037,-1838.992
-193.273,78.176,-1837.383,-217.076,57.871,-1838.749
-194.354,78.164,-1837.038,-218.029,57.713,-1838.503
-195.398,78.143,-1836.732,-218.947,57.554,-1838.323
-196.465,78.126,-1836.443,-219.869,57.384,-1838.042
-197.558,78.123,-1836.027,-220.806,57.214,-1837.804
-198.627,78.132,-1835.761,-221.722,57.05,-1837.576
-199.653,78.096,-1835.438,-222.61,56.869,-1837.298
-200.696,78.045,-1835.099,-223.521,56.674,-1837.094
-201.716,77.992,-1834.752,-224.386,56.481,-1836.867
-202.622,77.927,-1834.497,-225.182,56.298,-1836.677
-203.422,77.855,-1834.283,-225.88,56.123,-1836.532
-204.172,77.812,-1834.168,-226.512,55.975,-1836.423
-204.86,77.788,-1834.108,-227.107,55.862,-1836.375
-205.621,77.79,-1833.955,-227.777,55.765,-1836.356
-206.461,77.803,-1833.768,-228.478,55.647,-1836.207
-207.265,77.749,-1833.562,-229.169,55.481,-1836.112
-208.1,77.686,-1833.391,-229.871,55.295,-1835.967
-208.882,77.547,-1833.146,-230.546,55.058,-1835.779
-209.68,77.399,-1832.859,-231.206,54.809,-1835.572
-210.548,77.274,-1832.453,-231.907,54.533,-1835.282
-211.447,77.118,-1832.088,-232.638,54.243,-1834.932
-212.345,76.99,-1831.776,-233.379,53.972,-1834.702
-213.28,76.848,-1831.472,-234.156,53.709,-1834.46
-214.324,76.751,-1831.184,-235.024,53.454,-1834.266
-215.234,76.572,-1830.887,-235.81,53.179,-1834.057
-216.102,76.368,-1830.65,-236.588,52.897,-1833.919
-217.068,76.208,-1830.417,-237.421,52.622,-1833.786
-217.957,76.01,-1830.203,-238.187,52.335,-1833.599
-218.888,75.826,-1830.003,-238.986,52.057,-1833.494
-219.802,75.647,-1829.82,-239.785,51.785,-1833.37
-220.832,75.481,-1829.618,-240.631,51.492,-1833.171
-221.875,75.297,-1829.329,-241.514,51.192,-1833.011
-222.956,75.128,-1829.153,-242.442,50.885,-1832.876
-224.036,74.881,-1828.885,-243.385,50.536,-1832.71
-225.174,74.571,-1828.628,-244.385,50.134,-1832.51
-226.336,74.272,-1828.381,-245.4,49.742,-1832.354
-227.458,73.963,-1828.138,-246.41,49.348,-1832.162
-228.661,73.705,-1827.918,-247.466,48.982,-1832.048
-229.774,73.459,-1827.732,-248.424,48.636,-1831.921
-230.735,73.281,-1827.594,-249.234,48.354,-1831.858
-231.558,73.155,-1827.413,-249.891,48.126,-1831.71
-232.309,73.097,-1827.229,-250.483,47.957,-1831.552
